Point;Latitude;Longitude
GOREV;56.053333; 5.000000
GORSE;57.176944; -1.897500
GROVE;52.393889; -1.928889
GULDA;49.385278; -1.917500
GUNPA;61.000000; 0.000000
GURLU;50.477778; 0.968611
HILLY;51.335000; 0.243611
HOGBA;51.228056; -0.495278
HOLLY;50.886667; -0.095000
INBOB;55.606944; 5.000000
INGUR;51.711667; -2.860278
IZACK;59.890833; -1.020278
KETIK;49.323333; -1.873056
KINDR;53.392778; -1.936111
KLONN;58.390000; 2.828889
KOKOS;48.906944; -1.676111
KOTEM;50.000000; -1.053889
KUKIS;51.698889; -3.076944
LAGER;53.611111; -0.146944
LAGUL;49.437222; -2.603611
LANLO;49.990833; -5.952222
LAPEX;47.000000; -8.000000
LARCK;50.911667; 0.446667
LELNA;49.982500; -2.106389
LERAK;49.018889; -2.408611
LESRA;55.385556; 5.000000
LIBBA;55.723889; -3.745278
LISBO;54.525000; -6.090000
LIZAD;49.590278; -4.330278
LONAM;53.839444; 3.942500
LONLO;52.780278; -2.014167
LORKU;49.938333; -2.371111
LUMBA;50.945556; 0.261667
LUNEX;54.843333; -7.258611
LUSIT;49.214722; -1.795556
MADOX;58.728611; -3.777500
MAGEE;54.791667; -5.608333
MANTA;49.703333; -2.591667
MAVET;54.049167; -3.518889
MAYLA;51.628056; 0.720000
MINQI;49.033333; -2.056944
MIRSI;53.538056; -2.711667
MOODY;50.345000; -3.903333
MOSIS;49.007222; -7.214722
MOSUN;51.893889; -2.436111
MOTOX;50.957778; 1.466667
MOVEN;52.061944; -1.813056
MULIT;51.013056; -3.388611
NAVPI;52.547222; 2.840556
NESOL;57.921389; 3.586389
NESTA;60.000000; -4.166667
NEVIL;50.000000; -0.368333
NIVUN;57.570000; 4.136944
NOBAL;57.255000; -2.060000
NORBO;55.595833; -4.761944
NORDA;49.786667; -1.095000
NUGRA;53.029444; -2.303889
NUTBA;52.646944; -0.916667
ODIMI;51.232778; -0.948611
ODPIX;53.001389; -1.265278
OLIVE;52.403333; -1.936667
ORIST;50.000000; -1.845000
ORMER;49.601111; -2.858056
ORTAC;49.999167; -2.005000
ORVAL;49.033889; -1.825278
OYSTA;49.100000; -2.523333
PEPOD;54.271111; -5.569167
PERCH;49.129167; -1.937222
PETIL;55.938889; 5.000000
PETOX;57.559167; -1.817222
PIGOT;52.495278; -1.068611
PIKEY;49.476944; -2.225556
PIKOD;49.410556; -5.266389
PLYMO;50.345833; -4.626944
POMAX;51.527222; -2.081111
REGHI;48.000000; -8.000000
RIDLY;51.647778; 0.900000
RISIN;51.694167; -1.441111
RIVAK;46.000000; -8.000000
ROKOS;50.853611; 1.187500
ROKUP;53.017222; -1.515833
ROMTI;51.035000; 0.922222
ROSUN;53.668889; -2.349167
RUGER;53.482778; -3.447778
SALCO;49.737222; -3.529444
SANBA;53.139444; -2.334167
SENLO;49.083333; -1.178333
SEPAL;47.000000; -8.750000
SHARK;49.189722; -2.429444
SHRUB;57.300278; -1.815278
SILOK;59.770000; -1.483333
SIVIR;46.000000; -8.750000
SKINA;52.804722; -1.773056
SOBDO;50.073889; -7.116667
SODKI;58.797500; -3.631389
SOMOT;51.292500; -2.998056
SOPIT;51.958333; -1.107222
SOPTO;55.305556; 5.000000
SOVAT;50.779444; 1.466667
SPEAR;51.576111; 0.700278
SPIKE;57.540556; -1.664722
SUMIN;55.329444; -4.055000
SUMUM;51.637222; 2.107778
TABIS;52.008889; 0.445556
TABLY;53.271944; -2.450556
TAGOX;51.242778; -0.635000
TAWNY;51.646111; 0.151667
TIMBA;50.945556; 0.261667
TINAC;56.250833; 5.000000
TINRA;51.657222; 1.712500
TIPOD;53.435556; -3.284722
TIRIK;59.538611; -1.203889
TOBID;52.216667; -1.466389
TOMMO;51.314444; -0.362778
TOMPO;50.711944; -3.555278
TOPPA;53.402500; 3.561389
TORGO;53.132500; -3.266389
TUNBY;51.168889; 0.324722
TUNIT;49.381389; -3.000000
TUNUP;53.930000; -3.184167
TWEED;55.676944; -3.277222
TYSTI;59.373333; -1.244444
UMBUR;51.459167; 0.118889
UPDUK;52.574167; -0.941667
VALBO;55.128611; 5.000000
VAMLA;60.000000; -4.000000
VAXIT;56.537500; 5.000000
VEGAR;53.042778; -1.973056
VELAG;52.410000; -1.013889
WILLO;50.985000; -0.191667
XETUN;55.813889; -4.541389
XEXUS;55.923889; -4.336111
XOBRO;53.471389; -2.421667
XUMAT;53.465833; -2.473056
